"","instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","date","hour"
"9990",9990,2012-02-26,1,1,"Feb",6,0,0,0,"Clear-Few clouds",0.22,0.197,0.44,0.3284,0,2,2,2012-02-26,6
"9991",9991,2012-02-26,1,1,"Feb",7,0,0,0,"Clear-Few clouds",0.2,0.1818,0.51,0.2985,2,20,22,2012-02-26,7
"9992",9992,2012-02-26,1,1,"Feb",8,0,0,0,"Clear-Few clouds",0.2,0.197,0.51,0.2537,2,57,59,2012-02-26,8
"9993",9993,2012-02-26,1,1,"Feb",9,0,0,0,"Clear-Few clouds",0.22,0.2121,0.47,0.2239,11,76,87,2012-02-26,9
"9994",9994,2012-02-26,1,1,"Feb",10,0,0,0,"Clear-Few clouds",0.26,0.2576,0.41,0.1642,27,161,188,2012-02-26,10
"9995",9995,2012-02-26,1,1,"Feb",11,0,0,0,"Clear-Few clouds",0.28,0.2576,0.41,0.2836,43,184,227,2012-02-26,11
"9996",9996,2012-02-26,1,1,"Feb",12,0,0,0,"Clear-Few clouds",0.3,0.303,0.39,0.1343,49,256,305,2012-02-26,12
"9997",9997,2012-02-26,1,1,"Feb",13,0,0,0,"Clear-Few clouds",0.32,0.3333,0.36,0,58,267,325,2012-02-26,13
"9998",9998,2012-02-26,1,1,"Feb",14,0,0,0,"Clear-Few clouds",0.34,0.3485,0.31,0,68,263,331,2012-02-26,14
"9999",9999,2012-02-26,1,1,"Feb",15,0,0,0,"Clear-Few clouds",0.36,0.3485,0.29,0,72,281,353,2012-02-26,15
"10000",10000,2012-02-26,1,1,"Feb",16,0,0,0,"Clear-Few clouds",0.36,0.3333,0.32,0.2537,64,275,339,2012-02-26,16
"10001",10001,2012-02-26,1,1,"Feb",17,0,0,0,"Clear-Few clouds",0.36,0.3485,0.32,0.2239,46,241,287,2012-02-26,17
"10002",10002,2012-02-26,1,1,"Feb",18,0,0,0,"Clear-Few clouds",0.34,0.3182,0.36,0.2836,17,199,216,2012-02-26,18
"10003",10003,2012-02-26,1,1,"Feb",19,0,0,0,"Clear-Few clouds",0.34,0.3333,0.34,0.1642,13,130,143,2012-02-26,19
"10004",10004,2012-02-26,1,1,"Feb",20,0,0,0,"Clear-Few clouds",0.32,0.3182,0.42,0.1642,9,79,88,2012-02-26,20
"10005",10005,2012-02-26,1,1,"Feb",21,0,0,0,"Clear-Few clouds",0.3,0.303,0.45,0.1343,8,75,83,2012-02-26,21
"10006",10006,2012-02-26,1,1,"Feb",22,0,0,0,"Clear-Few clouds",0.3,0.2879,0.42,0.2239,3,68,71,2012-02-26,22
"10007",10007,2012-02-26,1,1,"Feb",23,0,0,0,"Clear-Few clouds",0.26,0.2576,0.56,0.1642,5,59,64,2012-02-26,23
"10008",10008,2012-02-27,1,1,"Feb",0,0,1,1,"Clear-Few clouds",0.26,0.2424,0.6,0.2537,2,27,29,2012-02-27,0
"10009",10009,2012-02-27,1,1,"Feb",1,0,1,1,"Clear-Few clouds",0.26,0.2576,0.65,0.2239,0,6,6,2012-02-27,1
"10010",10010,2012-02-27,1,1,"Feb",2,0,1,1,"Clear-Few clouds",0.26,0.2273,0.7,0.2985,0,4,4,2012-02-27,2
"10011",10011,2012-02-27,1,1,"Feb",3,0,1,1,"Clear-Few clouds",0.24,0.2424,0.75,0.1642,0,2,2,2012-02-27,3
"10012",10012,2012-02-27,1,1,"Feb",4,0,1,1,"Clear-Few clouds",0.22,0.2273,0.8,0.1343,0,1,1,2012-02-27,4
"10013",10013,2012-02-27,1,1,"Feb",5,0,1,1,"Clear-Few clouds",0.22,0.2273,0.8,0.1343,0,16,16,2012-02-27,5
"10014",10014,2012-02-27,1,1,"Feb",6,0,1,1,"Clear-Few clouds",0.24,0.2273,0.7,0.2537,1,89,90,2012-02-27,6
"10015",10015,2012-02-27,1,1,"Feb",7,0,1,1,"Clear-Few clouds",0.24,0.2273,0.6,0.2239,2,278,280,2012-02-27,7
"10016",10016,2012-02-27,1,1,"Feb",8,0,1,1,"Clear-Few clouds",0.24,0.2424,0.6,0,14,514,528,2012-02-27,8
"10017",10017,2012-02-27,1,1,"Feb",9,0,1,1,"Clear-Few clouds",0.26,0.2576,0.6,0.194,11,219,230,2012-02-27,9
"10018",10018,2012-02-27,1,1,"Feb",10,0,1,1,"Clear-Few clouds",0.32,0.303,0.45,0.2537,16,88,104,2012-02-27,10
"10019",10019,2012-02-27,1,1,"Feb",11,0,1,1,"Clear-Few clouds",0.36,0.3333,0.43,0.2537,11,92,103,2012-02-27,11
"10020",10020,2012-02-27,1,1,"Feb",12,0,1,1,"Clear-Few clouds",0.4,0.4091,0.37,0.2985,13,164,177,2012-02-27,12
"10021",10021,2012-02-27,1,1,"Feb",13,0,1,1,"Clear-Few clouds",0.4,0.4091,0.43,0.2836,23,159,182,2012-02-27,13
"10022",10022,2012-02-27,1,1,"Feb",14,0,1,1,"Clear-Few clouds",0.46,0.4545,0.36,0.2836,24,134,158,2012-02-27,14
"10023",10023,2012-02-27,1,1,"Feb",15,0,1,1,"Clear-Few clouds",0.52,0.5,0.25,0.4179,24,150,174,2012-02-27,15
"10024",10024,2012-02-27,1,1,"Feb",16,0,1,1,"Clear-Few clouds",0.54,0.5152,0.26,0.4478,20,266,286,2012-02-27,16
"10025",10025,2012-02-27,1,1,"Feb",17,0,1,1,"Clear-Few clouds",0.54,0.5152,0.24,0.4478,26,503,529,2012-02-27,17
"10026",10026,2012-02-27,1,1,"Feb",18,0,1,1,"Clear-Few clouds",0.52,0.5,0.27,0.4179,10,517,527,2012-02-27,18
"10027",10027,2012-02-27,1,1,"Feb",19,0,1,1,"Clear-Few clouds",0.5,0.4848,0.29,0.3881,16,318,334,2012-02-27,19
"10028",10028,2012-02-27,1,1,"Feb",20,0,1,1,"Clear-Few clouds",0.48,0.4697,0.33,0.3582,11,208,219,2012-02-27,20
"10029",10029,2012-02-27,1,1,"Feb",21,0,1,1,"Clear-Few clouds",0.46,0.4545,0.36,0.2836,14,181,195,2012-02-27,21
"10030",10030,2012-02-27,1,1,"Feb",22,0,1,1,"Clear-Few clouds",0.44,0.4394,0.44,0.2537,9,83,92,2012-02-27,22
"10031",10031,2012-02-27,1,1,"Feb",23,0,1,1,"Clear-Few clouds",0.42,0.4242,0.5,0.1642,6,50,56,2012-02-27,23
"10032",10032,2012-02-28,1,1,"Feb",0,0,2,1,"Clear-Few clouds",0.42,0.4242,0.54,0.1343,0,10,10,2012-02-28,0
"10033",10033,2012-02-28,1,1,"Feb",1,0,2,1,"Clear-Few clouds",0.38,0.3939,0.62,0.1642,0,6,6,2012-02-28,1
"10034",10034,2012-02-28,1,1,"Feb",2,0,2,1,"Clear-Few clouds",0.4,0.4091,0.54,0.1045,1,2,3,2012-02-28,2
"10035",10035,2012-02-28,1,1,"Feb",3,0,2,1,"Clear-Few clouds",0.4,0.4091,0.32,0.3582,0,6,6,2012-02-28,3
"10036",10036,2012-02-28,1,1,"Feb",4,0,2,1,"Clear-Few clouds",0.32,0.2879,0.42,0.3582,0,2,2,2012-02-28,4
"10037",10037,2012-02-28,1,1,"Feb",5,0,2,1,"Clear-Few clouds",0.32,0.2879,0.42,0.3582,1,20,21,2012-02-28,5
"10038",10038,2012-02-28,1,1,"Feb",6,0,2,1,"Clear-Few clouds",0.3,0.2727,0.45,0.3284,1,100,101,2012-02-28,6
"10039",10039,2012-02-28,1,1,"Feb",7,0,2,1,"Clear-Few clouds",0.28,0.2576,0.45,0.2985,12,313,325,2012-02-28,7
"10040",10040,2012-02-28,1,1,"Feb",8,0,2,1,"Clear-Few clouds",0.26,0.2424,0.48,0.2836,16,543,559,2012-02-28,8
"10041",10041,2012-02-28,1,1,"Feb",9,0,2,1,"Clear-Few clouds",0.28,0.2576,0.45,0.3582,7,225,232,2012-02-28,9
"10042",10042,2012-02-28,1,1,"Feb",10,0,2,1,"Clear-Few clouds",0.3,0.2727,0.42,0.2985,14,118,132,2012-02-28,10
"10043",10043,2012-02-28,1,1,"Feb",11,0,2,1,"Clear-Few clouds",0.34,0.3182,0.36,0.2537,8,155,163,2012-02-28,11
"10044",10044,2012-02-28,1,1,"Feb",12,0,2,1,"Clear-Few clouds",0.36,0.3485,0.34,0.1343,19,164,183,2012-02-28,12
"10045",10045,2012-02-28,1,1,"Feb",13,0,2,1,"Clear-Few clouds",0.36,0.3636,0.32,0.1045,16,174,190,2012-02-28,13
"10046",10046,2012-02-28,1,1,"Feb",14,0,2,1,"Clear-Few clouds",0.4,0.4091,0.28,0.1045,13,121,134,2012-02-28,14
"10047",10047,2012-02-28,1,1,"Feb",15,0,2,1,"Clear-Few clouds",0.42,0.4242,0.26,0.0896,17,149,166,2012-02-28,15
"10048",10048,2012-02-28,1,1,"Feb",16,0,2,1,"Clear-Few clouds",0.42,0.4242,0.28,0.0896,17,270,287,2012-02-28,16
"10049",10049,2012-02-28,1,1,"Feb",17,0,2,1,"Clear-Few clouds",0.42,0.4242,0.26,0.0896,33,497,530,2012-02-28,17
"10050",10050,2012-02-28,1,1,"Feb",18,0,2,1,"Clear-Few clouds",0.42,0.4242,0.28,0.1642,17,432,449,2012-02-28,18
"10051",10051,2012-02-28,1,1,"Feb",19,0,2,1,"Clear-Few clouds",0.42,0.4242,0.26,0,15,291,306,2012-02-28,19
"10052",10052,2012-02-28,1,1,"Feb",20,0,2,1,"Clear-Few clouds",0.4,0.4091,0.3,0.1343,2,202,204,2012-02-28,20
"10053",10053,2012-02-28,1,1,"Feb",21,0,2,1,"Clear-Few clouds",0.34,0.3485,0.46,0.1045,10,178,188,2012-02-28,21
"10054",10054,2012-02-28,1,1,"Feb",22,0,2,1,"Clear-Few clouds",0.34,0.3485,0.46,0.1045,6,95,101,2012-02-28,22
"10055",10055,2012-02-28,1,1,"Feb",23,0,2,1,"Clear-Few clouds",0.32,0.303,0.53,0.2239,4,61,65,2012-02-28,23
"10056",10056,2012-02-29,1,1,"Feb",0,0,3,1,"Clear-Few clouds",0.32,0.3333,0.53,0.1045,2,30,32,2012-02-29,0
"10057",10057,2012-02-29,1,1,"Feb",1,0,3,1,"Clear-Few clouds",0.32,0.3333,0.49,0.1045,0,6,6,2012-02-29,1
"10058",10058,2012-02-29,1,1,"Feb",2,0,3,1,"Clear-Few clouds",0.3,0.2879,0.56,0.2239,0,4,4,2012-02-29,2
"10059",10059,2012-02-29,1,1,"Feb",3,0,3,1,"Clear-Few clouds",0.28,0.303,0.7,0.0896,0,2,2,2012-02-29,3
"10060",10060,2012-02-29,1,1,"Feb",5,0,3,1,"Clear-Few clouds",0.26,0.2879,0.75,0.0896,0,29,29,2012-02-29,5
"10061",10061,2012-02-29,1,1,"Feb",6,0,3,1,"Mist-Cloudy",0.28,0.303,0.75,0.0896,4,100,104,2012-02-29,6
"10062",10062,2012-02-29,1,1,"Feb",7,0,3,1,"Mist-Cloudy",0.26,0.2727,0.81,0.1343,11,242,253,2012-02-29,7
"10063",10063,2012-02-29,1,1,"Feb",8,0,3,1,"Mist-Cloudy",0.28,0.2879,0.75,0.1045,2,114,116,2012-02-29,8
"10064",10064,2012-02-29,1,1,"Feb",9,0,3,1,"Light Snow-Rain",0.3,0.303,0.81,0.1642,5,33,38,2012-02-29,9
"10065",10065,2012-02-29,1,1,"Feb",10,0,3,1,"Light Snow-Rain",0.3,0.303,0.81,0.1642,0,10,10,2012-02-29,10
"10066",10066,2012-02-29,1,1,"Feb",11,0,3,1,"Light Snow-Rain",0.3,0.2879,0.87,0.194,1,9,10,2012-02-29,11
"10067",10067,2012-02-29,1,1,"Feb",12,0,3,1,"Light Snow-Rain",0.32,0.303,0.93,0.3284,1,69,70,2012-02-29,12
"10068",10068,2012-02-29,1,1,"Feb",13,0,3,1,"Mist-Cloudy",0.36,0.3333,0.93,0.3582,4,72,76,2012-02-29,13
"10069",10069,2012-02-29,1,1,"Feb",14,0,3,1,"Mist-Cloudy",0.36,0.3333,0.93,0.3582,2,54,56,2012-02-29,14
"10070",10070,2012-02-29,1,1,"Feb",15,0,3,1,"Mist-Cloudy",0.4,0.4091,0.82,0.2836,3,87,90,2012-02-29,15
"10071",10071,2012-02-29,1,1,"Feb",16,0,3,1,"Light Snow-Rain",0.4,0.4091,0.82,0.2239,5,162,167,2012-02-29,16
"10072",10072,2012-02-29,1,1,"Feb",17,0,3,1,"Mist-Cloudy",0.4,0.4091,0.87,0.1642,7,246,253,2012-02-29,17
"10073",10073,2012-02-29,1,1,"Feb",18,0,3,1,"Light Snow-Rain",0.4,0.4091,0.87,0,11,181,192,2012-02-29,18
"10074",10074,2012-02-29,1,1,"Feb",19,0,3,1,"Mist-Cloudy",0.4,0.4091,0.87,0.1045,0,102,102,2012-02-29,19
"10075",10075,2012-02-29,1,1,"Feb",20,0,3,1,"Light Snow-Rain",0.42,0.4242,0.88,0.1642,2,95,97,2012-02-29,20
"10076",10076,2012-02-29,1,1,"Feb",21,0,3,1,"Light Snow-Rain",0.42,0.4242,0.88,0.1642,0,39,39,2012-02-29,21
"10077",10077,2012-02-29,1,1,"Feb",22,0,3,1,"Light Snow-Rain",0.42,0.4242,0.94,0.2537,2,53,55,2012-02-29,22
"10078",10078,2012-02-29,1,1,"Feb",23,0,3,1,"Light Snow-Rain",0.42,0.4242,0.94,0.2537,3,30,33,2012-02-29,23
"10079",10079,2012-03-01,1,1,"Mar",0,0,4,1,"Mist-Cloudy",0.42,0.4242,0.94,0,1,10,11,2012-03-01,0
"10080",10080,2012-03-01,1,1,"Mar",1,0,4,1,"Light Snow-Rain",0.46,0.4545,0.94,0.1045,0,12,12,2012-03-01,1
"10081",10081,2012-03-01,1,1,"Mar",2,0,4,1,"Mist-Cloudy",0.46,0.4545,0.94,0.2836,0,6,6,2012-03-01,2
"10082",10082,2012-03-01,1,1,"Mar",3,0,4,1,"Clear-Few clouds",0.46,0.4545,0.94,0.2239,0,3,3,2012-03-01,3
"10083",10083,2012-03-01,1,1,"Mar",4,0,4,1,"Clear-Few clouds",0.48,0.4697,0.88,0.194,0,5,5,2012-03-01,4
"10084",10084,2012-03-01,1,1,"Mar",5,0,4,1,"Clear-Few clouds",0.48,0.4697,0.88,0.1642,0,18,18,2012-03-01,5
"10085",10085,2012-03-01,1,1,"Mar",6,0,4,1,"Mist-Cloudy",0.42,0.4242,0.94,0,2,107,109,2012-03-01,6
"10086",10086,2012-03-01,1,1,"Mar",7,0,4,1,"Mist-Cloudy",0.44,0.4394,0.94,0.1343,8,296,304,2012-03-01,7
"10087",10087,2012-03-01,1,1,"Mar",8,0,4,1,"Clear-Few clouds",0.42,0.4242,0.94,0.1343,15,579,594,2012-03-01,8
"10088",10088,2012-03-01,1,1,"Mar",9,0,4,1,"Clear-Few clouds",0.46,0.4545,0.77,0.2537,5,281,286,2012-03-01,9
"10089",10089,2012-03-01,1,1,"Mar",10,0,4,1,"Clear-Few clouds",0.52,0.5,0.55,0.1642,11,122,133,2012-03-01,10
"10090",10090,2012-03-01,1,1,"Mar",11,0,4,1,"Clear-Few clouds",0.56,0.5303,0.43,0.194,19,149,168,2012-03-01,11
"10091",10091,2012-03-01,1,1,"Mar",12,0,4,1,"Clear-Few clouds",0.56,0.5303,0.37,0.2239,16,204,220,2012-03-01,12
"10092",10092,2012-03-01,1,1,"Mar",13,0,4,1,"Clear-Few clouds",0.58,0.5455,0.32,0.2537,24,187,211,2012-03-01,13
"10093",10093,2012-03-01,1,1,"Mar",14,0,4,1,"Clear-Few clouds",0.58,0.5455,0.35,0.2239,37,174,211,2012-03-01,14
"10094",10094,2012-03-01,1,1,"Mar",15,0,4,1,"Clear-Few clouds",0.6,0.6212,0.31,0.2537,31,192,223,2012-03-01,15
"10095",10095,2012-03-01,1,1,"Mar",16,0,4,1,"Clear-Few clouds",0.58,0.5455,0.32,0.2985,38,323,361,2012-03-01,16
"10096",10096,2012-03-01,1,1,"Mar",17,0,4,1,"Clear-Few clouds",0.56,0.5303,0.35,0.2985,49,551,600,2012-03-01,17
"10097",10097,2012-03-01,1,1,"Mar",18,0,4,1,"Clear-Few clouds",0.54,0.5152,0.34,0.3582,27,498,525,2012-03-01,18
"10098",10098,2012-03-01,1,1,"Mar",19,0,4,1,"Clear-Few clouds",0.48,0.4697,0.41,0.3284,11,317,328,2012-03-01,19
"10099",10099,2012-03-01,1,1,"Mar",20,0,4,1,"Clear-Few clouds",0.44,0.4394,0.44,0.4179,12,242,254,2012-03-01,20
"10100",10100,2012-03-01,1,1,"Mar",21,0,4,1,"Clear-Few clouds",0.42,0.4242,0.47,0.4627,7,190,197,2012-03-01,21
"10101",10101,2012-03-01,1,1,"Mar",22,0,4,1,"Clear-Few clouds",0.38,0.3939,0.5,0.2537,3,123,126,2012-03-01,22
"10102",10102,2012-03-01,1,1,"Mar",23,0,4,1,"Clear-Few clouds",0.36,0.3485,0.5,0.2239,9,76,85,2012-03-01,23
"10103",10103,2012-03-02,1,1,"Mar",0,0,5,1,"Clear-Few clouds",0.34,0.3333,0.53,0.1642,1,45,46,2012-03-02,0
"10104",10104,2012-03-02,1,1,"Mar",1,0,5,1,"Clear-Few clouds",0.34,0.3182,0.49,0.2239,2,18,20,2012-03-02,1
"10105",10105,2012-03-02,1,1,"Mar",2,0,5,1,"Clear-Few clouds",0.34,0.3182,0.53,0.2836,2,4,6,2012-03-02,2
"10106",10106,2012-03-02,1,1,"Mar",3,0,5,1,"Clear-Few clouds",0.32,0.3182,0.57,0.194,0,3,3,2012-03-02,3
"10107",10107,2012-03-02,1,1,"Mar",4,0,5,1,"Clear-Few clouds",0.32,0.3485,0.61,0,0,2,2,2012-03-02,4
"10108",10108,2012-03-02,1,1,"Mar",5,0,5,1,"Clear-Few clouds",0.3,0.3333,0.7,0,0,24,24,2012-03-02,5
"10109",10109,2012-03-02,1,1,"Mar",6,0,5,1,"Clear-Few clouds",0.3,0.3333,0.7,0,4,88,92,2012-03-02,6
"10110",10110,2012-03-02,1,1,"Mar",7,0,5,1,"Clear-Few clouds",0.3,0.3333,0.7,0,4,258,262,2012-03-02,7
"10111",10111,2012-03-02,1,1,"Mar",8,0,5,1,"Clear-Few clouds",0.28,0.303,0.75,0.0896,16,533,549,2012-03-02,8
"10112",10112,2012-03-02,1,1,"Mar",9,0,5,1,"Clear-Few clouds",0.3,0.3333,0.81,0,15,299,314,2012-03-02,9
"10113",10113,2012-03-02,1,1,"Mar",10,0,5,1,"Clear-Few clouds",0.36,0.3485,0.5,0.1642,14,118,132,2012-03-02,10
"10114",10114,2012-03-02,1,1,"Mar",11,0,5,1,"Clear-Few clouds",0.38,0.3939,0.46,0.194,40,154,194,2012-03-02,11
"10115",10115,2012-03-02,1,1,"Mar",12,0,5,1,"Clear-Few clouds",0.4,0.4091,0.43,0.1642,40,194,234,2012-03-02,12
"10116",10116,2012-03-02,1,1,"Mar",13,0,5,1,"Clear-Few clouds",0.42,0.4242,0.44,0.2239,31,191,222,2012-03-02,13
"10117",10117,2012-03-02,1,1,"Mar",14,0,5,1,"Mist-Cloudy",0.44,0.4394,0.44,0.2836,29,176,205,2012-03-02,14
"10118",10118,2012-03-02,1,1,"Mar",15,0,5,1,"Mist-Cloudy",0.42,0.4242,0.5,0.2985,5,73,78,2012-03-02,15
"10119",10119,2012-03-02,1,1,"Mar",16,0,5,1,"Light Snow-Rain",0.4,0.4091,0.58,0.2985,1,49,50,2012-03-02,16
"10120",10120,2012-03-02,1,1,"Mar",17,0,5,1,"Light Snow-Rain",0.36,0.3485,0.81,0.2239,5,123,128,2012-03-02,17
"10121",10121,2012-03-02,1,1,"Mar",18,0,5,1,"Light Snow-Rain",0.36,0.3485,0.87,0.194,6,154,160,2012-03-02,18
"10122",10122,2012-03-02,1,1,"Mar",19,0,5,1,"Light Snow-Rain",0.36,0.3485,0.87,0.194,12,162,174,2012-03-02,19
"10123",10123,2012-03-02,1,1,"Mar",20,0,5,1,"Mist-Cloudy",0.36,0.3485,0.87,0.194,7,93,100,2012-03-02,20
"10124",10124,2012-03-02,1,1,"Mar",21,0,5,1,"Light Snow-Rain",0.36,0.3636,0.87,0.0896,2,99,101,2012-03-02,21
"10125",10125,2012-03-02,1,1,"Mar",22,0,5,1,"Mist-Cloudy",0.36,0.3788,0.87,0,6,69,75,2012-03-02,22
"10126",10126,2012-03-02,1,1,"Mar",23,0,5,1,"Mist-Cloudy",0.36,0.3788,0.87,0,4,19,23,2012-03-02,23
"10127",10127,2012-03-03,1,1,"Mar",0,0,6,0,"Light Snow-Rain",0.36,0.3636,0.93,0.0896,1,21,22,2012-03-03,0
"10128",10128,2012-03-03,1,1,"Mar",1,0,6,0,"Light Snow-Rain",0.36,0.3788,0.93,0,0,44,44,2012-03-03,1
"10129",10129,2012-03-03,1,1,"Mar",2,0,6,0,"Light Snow-Rain",0.36,0.3636,0.93,0.0896,4,34,38,2012-03-03,2
"10130",10130,2012-03-03,1,1,"Mar",3,0,6,0,"Mist-Cloudy",0.36,0.3485,0.93,0.1642,1,20,21,2012-03-03,3
"10131",10131,2012-03-03,1,1,"Mar",4,0,6,0,"Mist-Cloudy",0.36,0.3485,0.93,0.194,0,2,2,2012-03-03,4
"10132",10132,2012-03-03,1,1,"Mar",5,0,6,0,"Mist-Cloudy",0.36,0.3636,0.93,0.0896,1,1,2,2012-03-03,5
"10133",10133,2012-03-03,1,1,"Mar",6,0,6,0,"Mist-Cloudy",0.36,0.3636,0.93,0.0896,1,6,7,2012-03-03,6
"10134",10134,2012-03-03,1,1,"Mar",7,0,6,0,"Mist-Cloudy",0.36,0.3485,0.93,0.1343,2,14,16,2012-03-03,7
"10135",10135,2012-03-03,1,1,"Mar",8,0,6,0,"Light Snow-Rain",0.36,0.3788,0.93,0,2,46,48,2012-03-03,8
"10136",10136,2012-03-03,1,1,"Mar",9,0,6,0,"Light Snow-Rain",0.38,0.3939,0.87,0.0896,7,87,94,2012-03-03,9
"10137",10137,2012-03-03,1,1,"Mar",10,0,6,0,"Mist-Cloudy",0.4,0.4091,0.87,0,31,137,168,2012-03-03,10
"10138",10138,2012-03-03,1,1,"Mar",11,0,6,0,"Mist-Cloudy",0.4,0.4091,0.87,0.0896,33,181,214,2012-03-03,11
"10139",10139,2012-03-03,1,1,"Mar",12,0,6,0,"Mist-Cloudy",0.42,0.4242,0.67,0.2537,47,252,299,2012-03-03,12
"10140",10140,2012-03-03,1,1,"Mar",13,0,6,0,"Clear-Few clouds",0.44,0.4394,0.51,0.2836,87,252,339,2012-03-03,13
"10141",10141,2012-03-03,1,1,"Mar",14,0,6,0,"Mist-Cloudy",0.46,0.4545,0.44,0.3582,151,279,430,2012-03-03,14
"10142",10142,2012-03-03,1,1,"Mar",15,0,6,0,"Clear-Few clouds",0.48,0.4697,0.29,0.2985,145,254,399,2012-03-03,15
"10143",10143,2012-03-03,1,1,"Mar",16,0,6,0,"Clear-Few clouds",0.5,0.4848,0.27,0.2985,167,300,467,2012-03-03,16
"10144",10144,2012-03-03,1,1,"Mar",17,0,6,0,"Clear-Few clouds",0.5,0.4848,0.23,0.3284,106,279,385,2012-03-03,17
"10145",10145,2012-03-03,1,1,"Mar",18,0,6,0,"Clear-Few clouds",0.5,0.4848,0.25,0.2537,53,250,303,2012-03-03,18
"10146",10146,2012-03-03,1,1,"Mar",19,0,6,0,"Clear-Few clouds",0.46,0.4545,0.33,0.1642,34,191,225,2012-03-03,19
"10147",10147,2012-03-03,1,1,"Mar",20,0,6,0,"Clear-Few clouds",0.44,0.4394,0.3,0.1343,28,121,149,2012-03-03,20
"10148",10148,2012-03-03,1,1,"Mar",21,0,6,0,"Clear-Few clouds",0.46,0.4545,0.19,0.3284,24,130,154,2012-03-03,21
"10149",10149,2012-03-03,1,1,"Mar",22,0,6,0,"Clear-Few clouds",0.44,0.4394,0.21,0.1343,19,115,134,2012-03-03,22
"10150",10150,2012-03-03,1,1,"Mar",23,0,6,0,"Clear-Few clouds",0.42,0.4242,0.24,0,12,94,106,2012-03-03,23
"10151",10151,2012-03-04,1,1,"Mar",0,0,0,0,"Mist-Cloudy",0.4,0.4091,0.3,0.3582,5,67,72,2012-03-04,0
"10152",10152,2012-03-04,1,1,"Mar",1,0,0,0,"Mist-Cloudy",0.38,0.3939,0.34,0.194,16,60,76,2012-03-04,1
"10153",10153,2012-03-04,1,1,"Mar",2,0,0,0,"Mist-Cloudy",0.36,0.3485,0.4,0.1642,14,66,80,2012-03-04,2
"10154",10154,2012-03-04,1,1,"Mar",3,0,0,0,"Mist-Cloudy",0.36,0.3485,0.43,0.1343,5,21,26,2012-03-04,3
"10155",10155,2012-03-04,1,1,"Mar",4,0,0,0,"Mist-Cloudy",0.34,0.3333,0.46,0.194,3,11,14,2012-03-04,4
"10156",10156,2012-03-04,1,1,"Mar",5,0,0,0,"Mist-Cloudy",0.34,0.3182,0.46,0.2239,0,5,5,2012-03-04,5
"10157",10157,2012-03-04,1,1,"Mar",6,0,0,0,"Mist-Cloudy",0.3,0.2727,0.52,0.2985,0,5,5,2012-03-04,6
"10158",10158,2012-03-04,1,1,"Mar",7,0,0,0,"Mist-Cloudy",0.3,0.2727,0.52,0.2985,2,21,23,2012-03-04,7
"10159",10159,2012-03-04,1,1,"Mar",8,0,0,0,"Clear-Few clouds",0.3,0.2727,0.52,0.3284,12,54,66,2012-03-04,8
"10160",10160,2012-03-04,1,1,"Mar",9,0,0,0,"Clear-Few clouds",0.3,0.2727,0.49,0.4478,14,104,118,2012-03-04,9
"10161",10161,2012-03-04,1,1,"Mar",10,0,0,0,"Clear-Few clouds",0.3,0.2727,0.49,0.3284,31,161,192,2012-03-04,10
"10162",10162,2012-03-04,1,1,"Mar",11,0,0,0,"Clear-Few clouds",0.32,0.2879,0.45,0.3881,64,192,256,2012-03-04,11
"10163",10163,2012-03-04,1,1,"Mar",12,0,0,0,"Clear-Few clouds",0.34,0.303,0.42,0.3582,71,256,327,2012-03-04,12
"10164",10164,2012-03-04,1,1,"Mar",13,0,0,0,"Clear-Few clouds",0.36,0.3333,0.37,0.3582,108,256,364,2012-03-04,13
"10165",10165,2012-03-04,1,1,"Mar",14,0,0,0,"Clear-Few clouds",0.36,0.3333,0.34,0.3582,106,226,332,2012-03-04,14
"10166",10166,2012-03-04,1,1,"Mar",15,0,0,0,"Clear-Few clouds",0.36,0.3182,0.32,0.5224,82,252,334,2012-03-04,15
"10167",10167,2012-03-04,1,1,"Mar",16,0,0,0,"Clear-Few clouds",0.36,0.3182,0.29,0.4925,68,231,299,2012-03-04,16
"10168",10168,2012-03-04,1,1,"Mar",17,0,0,0,"Clear-Few clouds",0.34,0.2879,0.31,0.5522,49,214,263,2012-03-04,17
"10169",10169,2012-03-04,1,1,"Mar",18,0,0,0,"Clear-Few clouds",0.32,0.2727,0.33,0.6119,20,164,184,2012-03-04,18
"10170",10170,2012-03-04,1,1,"Mar",19,0,0,0,"Clear-Few clouds",0.3,0.2576,0.36,0.4925,12,120,132,2012-03-04,19
"10171",10171,2012-03-04,1,1,"Mar",20,0,0,0,"Clear-Few clouds",0.28,0.2727,0.38,0.2537,8,80,88,2012-03-04,20
"10172",10172,2012-03-04,1,1,"Mar",21,0,0,0,"Clear-Few clouds",0.28,0.2727,0.36,0.2239,9,70,79,2012-03-04,21
"10173",10173,2012-03-04,1,1,"Mar",22,0,0,0,"Clear-Few clouds",0.26,0.2424,0.41,0.2537,9,53,62,2012-03-04,22
"10174",10174,2012-03-04,1,1,"Mar",23,0,0,0,"Clear-Few clouds",0.26,0.2576,0.41,0.194,2,24,26,2012-03-04,23
"10175",10175,2012-03-05,1,1,"Mar",0,0,1,1,"Clear-Few clouds",0.24,0.2273,0.44,0.194,2,15,17,2012-03-05,0
